Language,Country,Duration,Budget,Gross Earnings,Facebook_Likes_Director,Facebook_Likes_Actor,Facebook_Likes_Music,Facebook_Likes_Actress,Facebook_Likes_Total_Cast,Facenumber_in_posters,User_upvotes,Reviews_by_Users,IMDB_Score
English,USA,99,14000000,38048637,9,975,912,648,3500,4,47814,426,5.5
English,USA,104,20000000,20241395,0,2000,1000,877,5123,0,42664,403,6.1
English,UK,124,20000000,1043487,162,23000,776,277,24102,3,27766,314,7
English,USA,100,10000000,9801782,532,4000,796,711,6046,0,39331,481,6.3
English,UK,91,3000000,24788807,52,773,588,482,1965,0,21245,213,7.4
English,USA,113,85000000,55350897,25,49000,448,129,49631,1,83560,619,7
English,USA,115,20000000,29753944,39,13000,481,254,14275,3,90677,389,6.5
English,USA,117,25000000,777423,162,2000,878,745,4351,0,5841,57,7.2
English,USA,84,13000000,8026971,18,1000,851,744,3352,0,1520,20,3.8
English,USA,119,65000000,115731542,0,15000,793,744,17768,2,151812,556,6.5
English,USA,116,5000000,1980338,52,624,385,102,1209,2,12366,151,7
English,USA,97,16000000,38176108,19,23000,13000,835,37907,6,222099,549,7.2
English,USA,101,6000000,6851636,112,1000,744,612,2697,5,13010,182,5.9
English,Germany,123,40000000,36283504,541,12000,638,173,12970,1,104564,587,6.5
English,USA,100,7000000,2148212,0,655,476,359,1906,0,781,20,6.3
English,UK,90,7000000,18434,222,5000,680,222,6111,2,4471,47,7.7
English,USA,107,14000000,4741987,956,10000,233,113,10368,1,6782,114,6.6
German,Germany,125,15000000,927107,4,177,66,36,333,1,5153,51,7.3
English,USA,122,15000000,130058047,0,18000,828,158,19078,0,822500,2715,8.4
English,USA,95,11000000,101736215,80,3000,1000,1000,8134,6,315549,789,7
English,UK,97,14000000,18535191,32,893,692,327,2640,3,12980,132,6.9
English,USA,103,30000000,106694016,11000,22000,979,636,24333,2,123940,337,6.7
English,USA,145,25000000,13038660,317,876,219,70,1282,1,16995,163,7.3
English,USA,148,75000000,39251128,72,582,103,99,804,2,31080,217,6.7
English,USA,156,55000000,75530832,0,14000,2000,1000,20761,5,97047,452,6.8
English,USA,114,23000000,18653615,61,20000,797,407,22040,2,14786,103,6.1
English,USA,117,21500000,24362501,89,12000,541,442,13576,1,69980,591,7.2
English,USA,128,60000000,22326247,34,978,886,685,3821,1,11232,106,5.9
English,USA,95,33000000,205399422,116,45000,645,481,47203,1,181225,784,6.6
English,USA,97,18000000,27141959,84,899,842,782,2936,2,19547,168,2.5
English,USA,91,6500000,10149779,38,730,461,91,1405,0,8294,160,3.6
English,USA,112,13000000,22858926,0,512,216,213,1171,2,254404,840,7.8
English,USA,108,500000,2047570,6,54,44,43,194,3,6790,80,7.6
English,USA,132,100000000,58220776,0,49000,1000,957,55254,0,87785,362,6.8
English,USA,93,34200000,163479795,221,12000,11000,781,26760,0,161858,289,6.4
English,USA,112,35000000,26494611,37,3000,874,480,5709,0,48621,239,6.6
English,USA,93,65000000,68208190,10,789,744,405,2986,1,60572,144,6.3
English,USA,85,55000000,66365290,0,21000,860,490,22458,2,56874,358,6.4
English,USA,118,2000000,11533945,108,173,148,103,563,0,77551,434,7.6
English,USA,110,12000000,175370,18,13000,883,865,17417,1,6884,133,4.6
English,USA,121,55000000,16640210,17000,12000,368,245,13040,0,53028,382,6.8
English,USA,100,25000000,10114315,57,181,151,92,582,0,18693,187,6.4
English,USA,85,1200000,2199853,91,1000,1000,849,4289,1,19986,186,6.6
English,USA,102,34000000,11227940,3,372,248,239,1274,0,8367,94,5.2
English,USA,132,32000000,2899970,0,13000,898,876,16878,2,8039,161,6.9
English,USA,111,15000000,1954202,0,783,664,617,4834,0,5917,71,6.3
English,USA,97,10500000,38201895,16,4000,656,637,6223,3,149222,749,6.9
English,USA,105,60000000,73648142,212,1000,975,811,3697,1,99043,643,5.8
English,France,104,800000,144583,37,574,573,501,1983,0,2256,79,6.5
English,USA,95,15000000,4193025,89,1000,852,322,2518,0,30682,194,6.8
English,USA,88,17000000,65535067,31,1000,489,489,2604,1,59380,202,5.7
English,France,94,13000000,6241697,26,16000,8000,4000,31005,2,16059,210,6.1
English,USA,130,10000000,30651422,0,13000,1000,769,16693,8,181737,1015,7.4
English,USA,105,70000000,116735231,78,984,489,298,2129,0,56646,336,6.4
English,USA,77,5000000,19421271,0,2000,804,73,2908,1,2448,18,5
English,USA,92,2000000,7680,4,631,443,405,2020,0,704,18,6.4
English,USA,91,8000000,17843379,13,452,442,292,1760,2,14904,147,5.7
English,Germany,97,10000000,10561238,31,4000,980,551,6388,0,27265,321,6.5
English,USA,77,22000000,9694105,37,3000,968,795,5568,0,8176,77,3.8
English,UK,96,1900000,4170647,70,883,183,163,1616,0,14548,161,6.9
English,USA,122,55000000,22362500,2000,11000,1000,1000,15275,0,35599,195,6.1
English,USA,103,8000000,14879556,729,2000,841,133,3516,0,73640,441,7.3
English,USA,121,83000000,66862068,0,1000,1000,595,3903,0,89509,524,5.7
English,USA,113,66000000,87704396,36,537,427,232,1302,1,88132,274,6.2
English,Canada,115,31000000,2840417,0,1000,900,716,2990,0,77493,527,6.8
English,Canada,109,15000000,16459004,11,471,308,159,1069,1,13320,415,4.9
English,UK,159,65000000,55637680,0,10000,580,521,11424,1,227071,1500,7.3
English,USA,74,80000000,60507228,11,340,243,62,814,0,27543,186,7.3
English,Canada,116,63000000,819852,460,5000,203,71,5426,0,6690,83,7
English,USA,151,63000000,37023395,21000,11000,783,637,13209,2,1347461,2968,8.8
English,USA,112,15000000,4485485,541,22000,22000,638,46022,1,14612,105,6.4
English,USA,84,2000000,6026908,11,489,469,249,2196,0,536,13,4.3
English,USA,137,50000000,35168395,0,24000,743,432,25469,0,26034,226,6.5
English,USA,102,45000000,71423726,23,25000,724,436,26998,3,123558,609,7.3
English,France,116,45000000,3300230,0,251,147,116,675,1,70084,346,7.5
English,USA,127,24000000,28871190,446,11000,1000,898,13433,0,125421,385,7.3
English,USA,102,6500000,16842303,218,900,563,376,2475,3,59474,418,7.3
Japanese,Japan,99,1000000000,10037390,2,43,3,3,53,0,5442,140,6
English,USA,98,1700000,1943649,3,349,347,327,2095,3,8697,122,6.3
English,USA,89,8000000,4692814,15,883,826,660,3291,2,2870,34,5.1
English,USA,93,19000000,40846082,37,885,828,545,2872,0,45317,536,5.6
English,UK,99,2200000,104257,8,798,472,78,1430,2,19194,160,7.1
English,USA,92,20000000,4002955,6,890,729,577,3654,0,33745,198,6.2
English,USA,100,30000000,11900000,277,21000,767,210,22006,0,11003,148,5.5
English,USA,95,7000000,14003141,48,1000,865,826,4837,1,4598,29,6.1
English,USA,110,75000000,97360069,16,2000,710,692,5320,0,36491,231,4.1
English,USA,126,55000000,34098563,226,12000,509,241,13406,1,27191,232,6.5
English,France,120,15000000,4956401,0,49000,1000,693,51657,2,12601,89,6.5
English,USA,87,3500000,3071947,18,3000,2000,844,9555,3,18711,183,5.4
English,USA,107,2500000,1282084,7,745,631,442,2125,1,6221,87,7
English,USA,97,3000000,39852,700,599,325,56,1030,1,1238,25,6.7
English,USA,82,27000000,31768374,49,1000,888,429,3313,0,42761,366,5.6
English,USA,99,13000000,5871603,7,3000,1000,730,6485,3,3116,39,6
English,USA,126,8000000,1997807,407,638,107,39,823,0,5158,140,7.1
English,USA,94,4000000,2800000,24,834,625,545,2662,3,4377,85,5.8
English,USA,188,37000000,22450975,0,786,625,272,1906,1,241030,1437,8
English,UK,118,52000000,34580635,869,134,27,21,209,1,100743,549,7.4
English,USA,131,55000000,52799004,43,18000,652,362,19815,0,28942,223,6.1
English,UK,102,40000000,33864342,6,711,683,584,2913,1,29968,117,5.8
English,USA,102,21000000,15593,18,670,419,186,1562,1,2295,40,5.8
English,USA,112,28000000,4554569,759,11000,1000,933,17873,4,8134,123,6.9
English,USA,87,24000000,16290976,25,1000,670,611,3243,0,14637,100,6.2
English,USA,94,65000000,36830057,80,1000,417,230,2151,2,10883,73,4.9
English,USA,121,65000000,29655590,18,1000,855,776,3986,4,53970,435,6
English,Canada,119,28000000,8888143,116,738,428,385,2171,0,22250,123,6.7
English,UK,124,42000000,116006080,50,8000,437,427,9255,1,203269,602,7
English,USA,89,10000000,10824921,406,989,939,759,3462,0,200293,621,7.8
English,Spain,121,11350000,229311,0,854,578,353,2705,2,899,42,6.2
English,USA,96,7000000,7292175,30,761,412,407,2018,3,7736,100,6.4
English,USA,90,50000000,81517441,241,1000,495,416,3148,1,111368,394,7.1
English,USA,124,24000000,8427204,41,512,481,197,1523,0,10100,59,5.4
English,USA,124,38000000,8406264,179,11000,617,551,13093,3,24826,175,6
English,USA,133,64000000,31054924,521,11000,1000,970,16710,1,17025,290,5.1
English,Czech Republic,101,12000000,2060953,61,769,692,611,2543,0,29990,316,7.1
English,USA,148,35000000,630779,0,3,2,0,5,0,11101,159,6.8
English,USA,116,70000000,152149590,0,8000,3000,995,12790,2,74274,255,5.5
English,USA,95,10000000,63319509,7,23000,1000,1000,28734,2,67115,389,5.8
English,Germany,96,6000000,4394936,3,4000,812,353,5668,1,11439,190,5.3
English,USA,90,40000,277233,4,20000,467,113,20814,5,2631,26,7.6
English,USA,127,36000000,14378353,96,746,602,577,2393,1,12375,194,6.8
English,USA,81,21000000,52008288,406,893,795,406,3003,1,162037,928,7.8
English,USA,105,1000000,52008288,5,590,231,73,1042,2,1434,43,5.2
English,USA,136,115000000,474544677,0,20000,14000,1000,37723,1,534658,3597,6.5
English,USA,103,29000000,50041732,9,826,724,573,3004,0,54390,398,6.2
English,USA,99,12000000,21133087,192,347,301,282,1254,0,62468,374,7
English,Germany,84,133000000,140015224,50,979,886,692,3382,0,94172,179,5.9
English,UK,92,250000,177840,99,793,605,181,1987,2,708,22,6.1
English,USA,142,22000000,19283782,0,978,911,854,5386,0,31227,354,6.6
English,USA,81,14000000,30628981,54,8000,670,636,10792,1,15047,160,5
English,Italy,117,12000000,14348123,160,718,330,55,1148,6,9323,157,6.9
English,USA,102,85000000,32694788,323,845,372,241,1815,1,101411,546,6.6
English,USA,73,17000000,11634458,11,1000,436,142,2020,0,2045,37,5.8
English,USA,109,34000000,10654581,7,40000,9000,1000,52621,0,45497,260,5.3
English,USA,109,34000000,10654581,7,40000,9000,1000,52621,0,45500,260,5.3
English,USA,105,1300000,609042,7,2000,783,548,3475,2,449,38,6.5
English,USA,120,9000000,34074895,92,1000,886,862,5420,6,6525,79,6.7
English,UK,86,4000000,185577,8,759,638,428,2805,1,2133,31,6.3
English,USA,81,60000,140530114,19,170,170,39,399,0,186786,3400,6.4
English,USA,118,48000000,66488090,176,18000,11000,308,29748,2,120202,397,6.7
English,Canada,102,7000000,66488090,78,12000,333,184,12680,2,197845,876,7.9
English,USA,110,30000000,15156200,164,258,218,45,571,2,15358,131,6
English,USA,106,40000000,13376506,22,2000,642,613,4327,1,10413,111,6.3
English,UK,102,23000000,10660147,277,327,261,57,672,0,17740,165,7.2
English,USA,116,95000000,102678089,165,577,501,475,2321,0,42705,274,6.3
English,USA,189,60000000,136801374,0,15000,745,693,17716,0,782610,1377,8.5
English,USA,113,80000000,91188905,101,14000,960,913,17786,0,58184,805,4.9
English,USA,146,38000000,50668906,278,18000,584,494,20516,0,76016,265,7.6
English,USA,157,68000000,28965197,0,14000,826,680,18216,1,133526,521,7.9
English,USA,90,70000000,23159305,663,14000,631,521,16358,1,128455,514,8
English,USA,89,9000000,3193102,0,402,296,132,1335,0,24412,240,7.1
English,USA,106,4000000,399793,81,2000,811,687,4343,0,2877,70,5.4
English,USA,136,63000000,171383253,0,18000,145,99,18563,3,1217752,3646,8.7
English,France,158,390000000,14131298,0,51,40,15,144,0,55889,390,6.4
English,USA,97,15000000,11614236,745,12000,821,745,15209,2,9294,140,5.6
English,Spain,133,38000000,18653746,2000,40000,903,541,42344,1,137722,638,6.7
English,USA,100,7500000,12610552,0,488,488,440,2428,0,4682,206,3.5
English,USA,90,40000000,28535768,39,607,322,210,1335,2,10446,105,5.3
English,USA,104,21000000,17757087,52,711,490,484,3162,1,13065,253,4.6
English,USA,107,40000000,293501675,0,13000,3000,766,17540,0,704766,2073,8.1
English,USA,95,50000000,27067160,0,13000,559,323,14706,1,18404,150,5.9
English,France,112,10000000,6197866,0,874,262,201,1351,0,63733,414,8
English,USA,139,40000000,81292135,333,22000,13000,1000,36810,1,137891,696,7.3
English,Germany,100,16000000,15500000,9,599,380,363,2389,0,51996,302,7
English,USA,113,48000000,69304264,323,1000,977,835,4660,0,73068,419,6.8
English,USA,90,6000000,4859475,0,4000,899,826,7103,0,116910,520,7.2
English,USA,88,1200000,110720,14,142,23,3,168,0,524,22,7.3
English,USA,106,6000000,25047631,44,865,405,328,2724,0,6585,50,6.9
English,UK,128,135000000,126930660,150,766,536,244,2037,2,157519,683,6.4
English,USA,114,48000000,60652036,737,2000,490,393,3743,1,137854,560,7.1
English,Australia,98,20000000,10544143,4,2000,1000,677,4843,2,16372,121,6.1
English,UK,154,10000000,6201757,608,1000,452,149,1690,1,10037,202,7.4
English,USA,82,90000000,245823397,487,15000,1000,967,21275,2,385871,515,7.9
English,USA,94,90000000,9016377,9,927,209,200,1936,3,1004,8,5.2
English,USA,102,312000,1281176,149,409,277,276,1986,1,2932,73,6.7
English,USA,111,500000,985341,35,980,505,482,3166,0,3479,87,7.3
English,USA,83,24000000,10431220,7,2000,577,485,4024,0,24216,162,4.1
English,USA,106,16000000,52885587,48,23000,255,35,23369,0,35312,267,6.4
English,USA,106,170000000,113745408,188,10000,4000,582,15870,2,129601,648,4.8
English,USA,100,30000000,11576087,38,811,586,362,2497,3,14747,338,4.1
